Student_ID,Name,Gender,District,Schooling_Type,Internet_Access,Parental_Education_Level,Scholarship_Status,Extracurricular_Participation,Residence_Type,School_Medium,Education_System,Transport_Mode,Attendance_Percentage,Study_Hours_per_Week,CGPA,Assignment_Average,Quiz_Average,Mid_Marks,Final_Marks,Final_Exam_Status,Submission_Date
438,Ahmed Khan,Male,Peshawar,Home Schooling,Yes,Intermediate,Yes,Multiple Activities,Urban,English Medium,Punjab Board,Own Vehicle,67,24,2.79,65.12,41.34,94,73,Pass,2025-08-08
439,Kamran Butt,Male,Karachi,Home Schooling,No,Primary,Yes,None,Rural,English Medium,Federal Board,Own Vehicle,73,17,2.95,87.42,87.29,59,78,Fail,2023-10-31
440,Danish Qureshi,Male,Quetta,Public,Yes,Uneducated,No,Arts Society,Urban,Urdu Medium,Cambridge System,Own Vehicle,71,12,3.7,92.89,41.9,42,88,Fail,2023-12-27
441,Hira Awan,Female,Gujranwala,Home Schooling,No,Masters,Yes,None,Rural,Urdu Medium,Cambridge System,Walking,81,25,3.98,61.35,80.5,63,64,Fail,2023-10-14
442,Usman Awan,Male,Rawalpindi,Home Schooling,Yes,Primary,Yes,Multiple Activities,Rural,Urdu Medium,Cambridge System,School Bus,61,19,3.35,49.24,61.2,51,56,Pass,2023-05-29
443,Talha Chaudhry,Male,Lahore,Private,No,Primary,No,Volunteer Work,Urban,Urdu Medium,Federal Board,School Bus,63,30,3.05,90.68,86.01,43,88,Fail,2023-08-22
444,Zeeshan Raza,Male,Rawalpindi,Madrasa,No,Intermediate,No,Debate Club,Urban,English Medium,Punjab Board,School Bus,70,19,3.28,80.47,40.33,62,55,Fail,2024-12-19
445,Mehak Malik,Female,Gujranwala,Public,No,Matric,No,None,Rural,English Medium,Cambridge System,School Bus,83,4,2.45,48.22,81.58,85,90,Pass,2025-06-02
446,Hassan Shah,Male,Islamabad,Madrasa,Yes,Bachelors,Yes,Arts Society,Urban,English Medium,Cambridge System,Public Transport,57,8,3.87,91.21,84.84,72,69,Fail,2025-07-14
447,Saba Chaudhry,Female,Faisalabad,Home Schooling,No,PhD,Yes,None,Urban,English Medium,Punjab Board,Own Vehicle,100,6,2.45,66.53,57.99,85,86,Pass,2024-05-27
448,Maryam Khan,Female,Lahore,Public,Yes,Matric,Yes,None,Rural,Urdu Medium,Punjab Board,Own Vehicle,72,16,3.66,47.59,65.42,43,49,Pass,2024-08-08
449,Bushra Sheikh,Female,Faisalabad,Public,Yes,Primary,No,Debate Club,Urban,Urdu Medium,Sindh Board,School Bus,84,13,3.44,85.99,60.76,75,91,Fail,2024-11-12
450,Ali Qureshi,Male,Karachi,Private,No,Uneducated,Yes,Arts Society,Urban,English Medium,Punjab Board,Own Vehicle,99,25,2.61,60.35,53.54,56,99,Pass,2023-03-25
451,Nimra Iqbal,Female,Sialkot,Private,Yes,Matric,Yes,Sports,Urban,English Medium,Federal Board,School Bus,84,21,3.72,81.46,71.38,74,85,Fail,2024-09-25
452,Omer Shah,Male,Lahore,Madrasa,Yes,Intermediate,Yes,Arts Society,Urban,Urdu Medium,Punjab Board,School Bus,98,13,2.28,52.32,75.85,76,59,Pass,2024-08-13
453,Saba Iqbal,Female,Islamabad,Home Schooling,No,Intermediate,Yes,Sports,Urban,Urdu Medium,Cambridge System,Walking,72,11,3.18,51.57,58.18,88,94,Pass,2024-03-25
454,Ali Iqbal,Male,Islamabad,Private,No,Primary,No,None,Urban,English Medium,Punjab Board,School Bus,83,21,3.63,59.51,73.67,76,43,Fail,2023-08-23
455,Amna Khan,Female,Peshawar,Home Schooling,No,Primary,Yes,Sports,Rural,English Medium,Cambridge System,Public Transport,80,21,3.49,71.42,47.76,41,51,Pass,2024-10-22
456,Rehan Awan,Male,Peshawar,Private,No,Primary,Yes,Debate Club,Rural,Urdu Medium,Sindh Board,Walking,55,4,3.88,49.2,69.21,90,47,Pass,2025-11-21
457,Iqra Raza,Female,Rawalpindi,Public,No,PhD,No,Sports,Urban,English Medium,Sindh Board,Own Vehicle,71,17,3.82,74.8,84.11,61,67,Pass,2023-01-12
458,Kiran Malik,Female,Gujranwala,Private,No,Primary,No,Debate Club,Urban,English Medium,Sindh Board,Own Vehicle,74,9,2.02,55.07,49.26,76,85,Pass,2025-08-17
459,Rabia Sheikh,Female,Rawalpindi,Public,Yes,PhD,No,Debate Club,Urban,Urdu Medium,Punjab Board,School Bus,88,20,3.61,94.45,58.39,67,86,Pass,2024-09-11
460,Hamza Shah,Male,Sialkot,Madrasa,Yes,Matric,No,Volunteer Work,Urban,Urdu Medium,Federal Board,School Bus,59,20,3.47,48.35,85.96,44,55,Fail,2025-06-19
461,Hamza Sheikh,Male,Gujranwala,Madrasa,No,Bachelors,Yes,Multiple Activities,Urban,English Medium,Punjab Board,Public Transport,99,26,3.26,79.86,75.64,70,79,Fail,2025-10-20
462,Kamran Khan,Male,Lahore,Madrasa,Yes,Primary,Yes,Sports,Urban,English Medium,Federal Board,Own Vehicle,87,21,2.09,78.71,61.93,77,92,Pass,2025-01-22
463,Zeeshan Chaudhry,Male,Sialkot,Public,No,Bachelors,Yes,Multiple Activities,Rural,Urdu Medium,Federal Board,Walking,85,16,3.83,84.19,51.74,82,77,Fail,2024-05-22
464,Sana Shah,Female,Peshawar,Home Schooling,No,Matric,Yes,Multiple Activities,Urban,Urdu Medium,Federal Board,School Bus,71,9,2.45,46.7,71.33,62,88,Pass,2024-07-17
465,Bilal Awan,Male,Islamabad,Home Schooling,No,Bachelors,No,Multiple Activities,Urban,Urdu Medium,Federal Board,School Bus,93,16,3.03,76.02,85.26,98,69,Pass,2025-03-14
466,Bushra Khan,Female,Multan,Private,No,Masters,No,None,Rural,Urdu Medium,Cambridge System,Own Vehicle,85,24,2.49,46.68,81.25,51,57,Fail,2024-02-04
467,Hira Sheikh,Female,Multan,Public,No,Primary,Yes,Volunteer Work,Rural,Urdu Medium,Federal Board,Own Vehicle,92,9,2.03,91.53,43.93,96,87,Fail,2024-03-31
468,Nimra Iqbal,Female,Gujranwala,Public,No,Intermediate,No,Volunteer Work,Rural,English Medium,Punjab Board,School Bus,82,4,3.12,63.9,69.62,61,97,Fail,2025-06-30
469,Maha Iqbal,Female,Quetta,Home Schooling,Yes,Bachelors,Yes,None,Urban,Urdu Medium,Sindh Board,Public Transport,61,6,3.01,82.16,51.72,41,54,Pass,2023-12-19
470,Farhan Malik,Male,Karachi,Home Schooling,Yes,Primary,Yes,Volunteer Work,Urban,Urdu Medium,Sindh Board,Walking,75,20,2.22,88.91,83.64,86,91,Pass,2025-04-23
471,Mehak Raza,Female,Rawalpindi,Private,No,Masters,No,Volunteer Work,Rural,Urdu Medium,Cambridge System,Walking,92,29,3.31,59.89,52.47,83,59,Fail,2024-05-06
472,Noor Sheikh,Female,Sialkot,Home Schooling,No,Masters,No,Multiple Activities,Urban,English Medium,Punjab Board,School Bus,92,24,2.79,61.24,57.99,92,59,Pass,2025-11-12
473,Amna Iqbal,Female,Multan,Home Schooling,No,PhD,No,Multiple Activities,Urban,English Medium,Sindh Board,Walking,100,21,2.1,51.09,59.47,95,45,Fail,2024-07-17
474,Shayan Raza,Male,Karachi,Private,Yes,Masters,Yes,Sports,Urban,English Medium,Cambridge System,Walking,73,8,3.24,71.11,86.03,77,56,Pass,2025-02-20
475,Adnan Malik,Male,Peshawar,Madrasa,No,PhD,Yes,Multiple Activities,Rural,Urdu Medium,Cambridge System,Public Transport,83,16,3.84,82.74,49.35,84,50,Pass,2023-11-14
476,Saad Shah,Male,Sialkot,Public,No,Intermediate,No,Arts Society,Urban,Urdu Medium,Federal Board,Walking,99,30,3.09,80.47,89.12,93,60,Fail,2023-12-16
477,Imran Khan,Male,Multan,Private,No,Intermediate,No,None,Rural,Urdu Medium,Sindh Board,Public Transport,72,29,3.53,47.86,45.62,60,84,Fail,2023-12-28
478,Danish Raza,Male,Multan,Public,No,Masters,No,Sports,Urban,English Medium,Federal Board,Own Vehicle,67,16,2.45,92.52,79.34,73,94,Fail,2023-07-12
479,Hira Shah,Female,Gujranwala,Madrasa,No,PhD,No,Multiple Activities,Urban,Urdu Medium,Sindh Board,Public Transport,79,25,2.57,81.75,74.49,40,81,Pass,2024-04-15
480,Ahmed Iqbal,Male,Rawalpindi,Private,No,Primary,Yes,Sports,Rural,English Medium,Sindh Board,School Bus,73,13,3.48,84.67,85.57,85,57,Fail,2023-05-26
481,Kamran Sheikh,Male,Faisalabad,Public,Yes,Masters,No,Arts Society,Rural,Urdu Medium,Federal Board,Walking,78,12,2.92,46.61,89.74,85,44,Fail,2025-02-07
482,Hamza Sheikh,Male,Rawalpindi,Madrasa,No,Masters,No,Debate Club,Urban,Urdu Medium,Cambridge System,Public Transport,66,17,2.89,74.73,84.03,75,61,Pass,2024-12-21
483,Nimra Chaudhry,Female,Lahore,Private,Yes,Uneducated,No,Arts Society,Rural,English Medium,Punjab Board,Own Vehicle,72,9,3.7,60.79,49.4,76,69,Pass,2023-06-15
484,Hamza Awan,Male,Multan,Public,Yes,PhD,Yes,None,Rural,English Medium,Punjab Board,Public Transport,83,14,3.35,52.15,42.16,55,53,Fail,2025-08-04
485,Alina Awan,Female,Islamabad,Madrasa,No,PhD,No,Arts Society,Urban,Urdu Medium,Punjab Board,Public Transport,81,19,3.39,76.56,50.05,52,86,Pass,2025-02-02
486,Danish Butt,Male,Quetta,Public,No,Uneducated,No,Sports,Rural,Urdu Medium,Federal Board,Public Transport,96,13,2.11,83.31,54.02,78,73,Fail,2025-05-22
487,Sara Qureshi,Female,Sialkot,Madrasa,No,PhD,No,Multiple Activities,Rural,Urdu Medium,Sindh Board,School Bus,91,21,2.07,81.59,62.61,59,52,Fail,2024-08-10
488,Danish Iqbal,Male,Islamabad,Public,No,Primary,No,None,Rural,English Medium,Punjab Board,Own Vehicle,83,12,2.39,46.02,70.55,87,58,Pass,2023-04-08
489,Ahmed Khan,Male,Multan,Private,Yes,Uneducated,Yes,None,Rural,English Medium,Punjab Board,Own Vehicle,87,24,3.68,66.49,84.38,61,64,Fail,2023-08-14
490,Saba Raza,Female,Faisalabad,Public,No,PhD,Yes,Debate Club,Rural,Urdu Medium,Federal Board,Walking,93,20,2.67,76.46,82.05,91,42,Fail,2023-06-17
491,Ahmed Chaudhry,Male,Sialkot,Home Schooling,No,Primary,No,Multiple Activities,Urban,Urdu Medium,Sindh Board,Public Transport,88,20,3.44,72.71,87.66,85,63,Fail,2023-08-12
492,Maryam Chaudhry,Female,Quetta,Home Schooling,Yes,Primary,Yes,Debate Club,Urban,English Medium,Punjab Board,School Bus,83,30,2.21,47.27,67.62,66,57,Fail,2025-05-24
493,Maha Khan,Female,Rawalpindi,Private,No,Bachelors,No,Volunteer Work,Rural,English Medium,Federal Board,Public Transport,83,2,2.53,74.26,42.88,95,97,Pass,2024-06-15
494,Adeel Qureshi,Male,Gujranwala,Public,Yes,Intermediate,No,Volunteer Work,Rural,English Medium,Federal Board,Own Vehicle,59,30,2.28,48.63,60.69,62,67,Fail,2024-10-12
495,Farhan Chaudhry,Male,Quetta,Madrasa,Yes,Masters,Yes,Sports,Rural,English Medium,Federal Board,Walking,75,9,2.45,51.26,63.36,43,77,Fail,2024-09-17
496,Shayan Sheikh,Male,Faisalabad,Private,No,PhD,No,None,Urban,Urdu Medium,Cambridge System,Public Transport,90,19,3.66,82.09,47.12,88,90,Fail,2025-09-04
497,Laiba Butt,Female,Faisalabad,Public,No,Bachelors,Yes,Arts Society,Rural,Urdu Medium,Federal Board,School Bus,59,21,2.25,45.46,58.79,98,45,Fail,2025-10-27
498,Farhan Butt,Male,Quetta,Public,Yes,Intermediate,Yes,Arts Society,Urban,English Medium,Sindh Board,Public Transport,78,21,2.4,92.23,85.87,91,52,Fail,2023-05-01
499,Adnan Butt,Male,Sialkot,Madrasa,No,PhD,No,Multiple Activities,Urban,English Medium,Punjab Board,Public Transport,58,11,2.71,68.06,84.9,70,68,Pass,2024-07-20
500,Zainab Sheikh,Female,Multan,Madrasa,No,Masters,No,None,Rural,Urdu Medium,Cambridge System,Own Vehicle,56,18,2.42,67.81,54.86,41,93,Fail,2023-03-16
501,Nimra Sheikh,Female,Sialkot,Private,Yes,Primary,No,Debate Club,Rural,Urdu Medium,Federal Board,School Bus,89,7,3.15,67.9,60.65,99,87,Pass,2024-11-06
502,Sara Malik,Female,Multan,Home Schooling,No,Bachelors,No,Debate Club,Urban,Urdu Medium,Federal Board,School Bus,62,3,2.14,88.45,72.43,97,71,Fail,2025-05-09
503,Bushra Iqbal,Female,Multan,Madrasa,Yes,PhD,No,Debate Club,Rural,English Medium,Punjab Board,Own Vehicle,84,16,3.47,47.77,60.22,67,42,Pass,2023-09-08
504,Maryam Butt,Female,Islamabad,Public,Yes,Intermediate,No,Debate Club,Rural,Urdu Medium,Sindh Board,Walking,68,5,3.45,71.37,45.98,67,52,Fail,2024-12-10
505,Danish Qureshi,Male,Multan,Madrasa,Yes,PhD,No,Sports,Rural,English Medium,Federal Board,Public Transport,79,14,2.85,57.43,67.3,66,41,Pass,2023-04-24
506,Maryam Qureshi,Female,Multan,Home Schooling,No,Intermediate,Yes,Volunteer Work,Rural,English Medium,Punjab Board,School Bus,57,28,3.42,62.51,43.16,61,92,Fail,2025-05-20
507,Fatima Shah,Female,Karachi,Madrasa,No,Matric,No,Multiple Activities,Rural,Urdu Medium,Cambridge System,Walking,59,26,2.95,57.51,85.9,50,57,Fail,2023-11-09
508,Saba Raza,Female,Multan,Madrasa,Yes,Primary,No,Arts Society,Urban,English Medium,Punjab Board,Walking,99,26,3.19,71.05,45.59,49,77,Pass,2025-06-01
509,Imran Awan,Male,Rawalpindi,Madrasa,Yes,Primary,No,Arts Society,Urban,English Medium,Punjab Board,Walking,94,14,3.17,56.09,49.58,60,86,Fail,2025-07-21
510,Zain Chaudhry,Male,Sialkot,Public,No,Primary,No,Arts Society,Urban,Urdu Medium,Sindh Board,Walking,61,21,3.41,58.55,77.32,69,90,Pass,2023-06-12
511,Adeel Sheikh,Male,Sialkot,Madrasa,No,Primary,No,Volunteer Work,Rural,Urdu Medium,Punjab Board,Public Transport,70,6,3.41,45.26,46.76,44,44,Pass,2025-04-16
512,Bilal Iqbal,Male,Lahore,Private,Yes,Bachelors,Yes,Multiple Activities,Urban,Urdu Medium,Cambridge System,School Bus,87,3,3.86,66.79,50.08,81,94,Pass,2025-05-26
513,Zain Butt,Male,Multan,Public,No,Uneducated,No,Debate Club,Urban,Urdu Medium,Federal Board,Walking,62,26,3.45,83.56,75.51,82,90,Pass,2024-08-01
514,Alina Iqbal,Female,Multan,Private,Yes,Intermediate,No,Sports,Urban,English Medium,Federal Board,School Bus,74,23,2.88,89.49,67.63,43,53,Fail,2025-01-24
515,Farhan Awan,Male,Sialkot,Private,No,Matric,No,Volunteer Work,Rural,Urdu Medium,Cambridge System,Public Transport,66,10,3.27,50.77,68.78,54,97,Fail,2023-04-26
516,Hira Chaudhry,Female,Sialkot,Private,No,Bachelors,No,Sports,Urban,Urdu Medium,Cambridge System,School Bus,96,5,2.69,81.7,62.37,40,40,Pass,2024-09-12
517,Saad Butt,Male,Faisalabad,Madrasa,Yes,Masters,Yes,Multiple Activities,Rural,Urdu Medium,Punjab Board,School Bus,75,4,2.82,89.12,71.96,57,86,Fail,2024-11-16
518,Rabia Raza,Female,Peshawar,Home Schooling,No,Matric,Yes,Multiple Activities,Rural,English Medium,Cambridge System,Public Transport,58,21,3.87,58.66,86.74,81,47,Pass,2025-01-26
519,Iqra Iqbal,Female,Lahore,Private,No,Uneducated,No,Arts Society,Urban,Urdu Medium,Federal Board,Walking,77,14,3.09,54.41,73.06,59,86,Fail,2023-12-27
520,Usman Awan,Male,Peshawar,Private,Yes,Intermediate,No,None,Urban,English Medium,Sindh Board,School Bus,96,28,2.99,55.08,70.02,63,58,Fail,2025-10-11
521,Amna Awan,Female,Multan,Madrasa,No,Bachelors,No,Volunteer Work,Urban,Urdu Medium,Cambridge System,School Bus,87,10,3.2,64.1,59.64,83,88,Pass,2024-06-13
522,Mehak Shah,Female,Lahore,Private,No,Bachelors,No,Debate Club,Rural,English Medium,Sindh Board,Own Vehicle,96,25,3.96,64.69,74.88,57,41,Fail,2023-05-14
523,Usman Sheikh,Male,Peshawar,Home Schooling,Yes,Masters,Yes,Volunteer Work,Urban,Urdu Medium,Sindh Board,Own Vehicle,56,23,2.09,87.14,73.56,90,43,Pass,2024-08-17
524,Kiran Malik,Female,Karachi,Private,Yes,Intermediate,Yes,None,Rural,English Medium,Sindh Board,Own Vehicle,92,12,3.78,82.09,69.01,70,51,Fail,2025-03-31
525,Omer Khan,Male,Karachi,Public,No,Bachelors,No,None,Rural,Urdu Medium,Federal Board,Walking,86,10,3.66,85.61,75.8,97,51,Pass,2024-12-24
526,Danish Awan,Male,Islamabad,Home Schooling,No,Primary,No,Multiple Activities,Urban,English Medium,Sindh Board,School Bus,73,5,2.9,62.86,53.93,53,65,Pass,2024-07-26
527,Maha Sheikh,Female,Quetta,Public,No,PhD,No,Multiple Activities,Urban,English Medium,Cambridge System,Own Vehicle,83,29,3.5,68.37,51.26,46,96,Pass,2023-08-31
528,Maha Raza,Female,Quetta,Public,No,Matric,Yes,Volunteer Work,Urban,English Medium,Cambridge System,Walking,99,14,3.16,85.1,59.14,75,90,Pass,2023-04-16
529,Usman Sheikh,Male,Karachi,Home Schooling,Yes,Intermediate,Yes,Debate Club,Urban,English Medium,Federal Board,Walking,84,10,2.61,81.3,62.23,84,64,Pass,2023-07-30
530,Bilal Khan,Male,Islamabad,Madrasa,Yes,Primary,No,Arts Society,Urban,Urdu Medium,Punjab Board,Own Vehicle,56,26,2.76,80.02,63.57,96,96,Fail,2023-06-28
531,Saba Sheikh,Female,Gujranwala,Home Schooling,No,Masters,No,Volunteer Work,Urban,English Medium,Punjab Board,Walking,80,10,2.46,59.94,74.85,53,79,Pass,2024-12-14
532,Bushra Khan,Female,Peshawar,Madrasa,No,Uneducated,Yes,Multiple Activities,Rural,English Medium,Sindh Board,School Bus,58,22,3.94,69.31,76.78,95,100,Fail,2023-07-31
533,Sana Khan,Female,Rawalpindi,Public,Yes,Matric,No,Multiple Activities,Urban,English Medium,Punjab Board,Public Transport,58,7,2.14,76.75,66.93,40,47,Fail,2023-06-11
534,Amna Raza,Female,Faisalabad,Home Schooling,Yes,Uneducated,No,Arts Society,Urban,Urdu Medium,Federal Board,Public Transport,81,12,3.57,68.09,68.09,64,41,Pass,2024-08-19
535,Imran Awan,Male,Lahore,Home Schooling,Yes,Matric,Yes,Volunteer Work,Urban,English Medium,Federal Board,Walking,99,15,3.96,77.37,82.22,70,99,Fail,2024-10-01
536,Saba Qureshi,Female,Islamabad,Home Schooling,No,Intermediate,No,None,Urban,English Medium,Cambridge System,School Bus,97,18,3.36,89.76,60.64,94,75,Pass,2024-01-13
537,Imran Sheikh,Male,Multan,Private,No,Uneducated,Yes,Sports,Rural,Urdu Medium,Cambridge System,Walking,100,7,3.07,67.41,45.45,67,99,Pass,2025-06-10
538,Zain Shah,Male,Sialkot,Public,No,Intermediate,No,Arts Society,Urban,Urdu Medium,Cambridge System,Own Vehicle,58,7,2.75,83.31,58.03,64,70,Pass,2025-08-02
539,Fatima Chaudhry,Female,Lahore,Public,No,Bachelors,Yes,Sports,Urban,Urdu Medium,Punjab Board,Walking,82,29,3.41,76.1,83.8,73,54,Fail,2023-04-19
540,Zeeshan Chaudhry,Male,Multan,Madrasa,No,Matric,Yes,None,Rural,Urdu Medium,Punjab Board,Walking,81,30,3.36,84.36,41.72,51,67,Fail,2024-03-23
541,Sana Raza,Female,Quetta,Public,Yes,Masters,No,Volunteer Work,Urban,English Medium,Punjab Board,Walking,87,4,3.79,64.82,64.09,78,61,Pass,2024-01-27
542,Mehak Shah,Female,Quetta,Public,No,Matric,Yes,Arts Society,Urban,Urdu Medium,Cambridge System,Walking,92,24,2.79,46.59,80.65,52,73,Pass,2024-11-07
543,Saad Butt,Male,Lahore,Home Schooling,Yes,Intermediate,No,Arts Society,Rural,English Medium,Sindh Board,Public Transport,60,24,3.8,83.56,54.7,45,62,Fail,2023-05-10
544,Talha Chaudhry,Male,Rawalpindi,Private,Yes,Masters,Yes,Debate Club,Rural,English Medium,Punjab Board,Walking,84,29,3.48,68.63,88.06,84,71,Fail,2025-09-06
545,Ali Butt,Male,Sialkot,Private,Yes,Primary,No,Debate Club,Rural,Urdu Medium,Federal Board,School Bus,75,15,3.39,46.21,45.86,77,85,Fail,2024-02-14
546,Usman Raza,Male,Gujranwala,Public,Yes,Matric,Yes,Volunteer Work,Urban,Urdu Medium,Punjab Board,Public Transport,88,12,2.01,74.46,45.35,65,52,Pass,2023-11-15
547,Sana Malik,Female,Peshawar,Madrasa,Yes,Intermediate,No,None,Urban,English Medium,Federal Board,Walking,99,3,3.39,84.61,83.34,63,77,Pass,2024-06-19
548,Bushra Iqbal,Female,Sialkot,Madrasa,Yes,Matric,Yes,Sports,Rural,English Medium,Federal Board,Own Vehicle,96,19,2.24,51.67,50.44,94,76,Fail,2023-03-22
549,Bushra Sheikh,Female,Karachi,Home Schooling,No,PhD,Yes,Volunteer Work,Rural,English Medium,Sindh Board,School Bus,58,6,3.7,50.39,82.48,79,46,Fail,2023-09-25
550,Saba Qureshi,Female,Karachi,Home Schooling,Yes,Masters,Yes,None,Rural,Urdu Medium,Cambridge System,Own Vehicle,63,17,2.04,60.24,72.41,54,48,Fail,2023-12-31
551,Shayan Sheikh,Male,Rawalpindi,Public,No,Uneducated,No,Debate Club,Rural,English Medium,Punjab Board,Public Transport,83,24,2.68,49.02,50.8,43,71,Pass,2023-11-29
552,Zainab Shah,Female,Sialkot,Public,Yes,Intermediate,Yes,Sports,Rural,English Medium,Federal Board,Own Vehicle,88,20,3.54,58.07,77.39,53,49,Fail,2023-02-24
553,Saad Shah,Male,Islamabad,Home Schooling,Yes,Primary,Yes,Volunteer Work,Urban,Urdu Medium,Cambridge System,Public Transport,95,13,3.31,72.77,83.19,69,61,Fail,2025-02-19
554,Kamran Sheikh,Male,Lahore,Private,Yes,Matric,Yes,Multiple Activities,Urban,English Medium,Sindh Board,Public Transport,93,4,2.32,75.87,64.0,86,87,Pass,2024-10-31
555,Omer Khan,Male,Gujranwala,Madrasa,Yes,Bachelors,Yes,Sports,Urban,English Medium,Cambridge System,Public Transport,96,16,2.82,81.76,77.6,50,62,Pass,2025-02-05
556,Saad Iqbal,Male,Karachi,Home Schooling,Yes,Primary,No,Arts Society,Rural,Urdu Medium,Punjab Board,Public Transport,82,2,2.74,45.76,67.31,51,43,Pass,2023-05-03
557,Nimra Butt,Female,Lahore,Home Schooling,No,PhD,Yes,Volunteer Work,Rural,Urdu Medium,Punjab Board,Public Transport,92,8,2.37,64.14,78.72,80,63,Fail,2024-08-17
558,Bushra Malik,Female,Multan,Madrasa,No,Intermediate,Yes,None,Urban,English Medium,Punjab Board,Walking,62,2,2.29,48.76,55.42,51,68,Pass,2023-10-10
559,Kiran Butt,Female,Quetta,Home Schooling,Yes,Uneducated,No,Multiple Activities,Rural,Urdu Medium,Punjab Board,Own Vehicle,95,2,3.24,79.22,50.8,45,75,Fail,2025-10-11
560,Maryam Qureshi,Female,Multan,Private,No,Intermediate,No,Debate Club,Urban,Urdu Medium,Federal Board,Walking,90,27,3.45,59.95,48.56,69,94,Fail,2023-05-30
561,Imran Awan,Male,Peshawar,Private,No,Masters,Yes,Volunteer Work,Rural,Urdu Medium,Federal Board,Public Transport,64,17,3.36,66.73,70.1,56,77,Fail,2024-03-29
562,Farhan Khan,Male,Lahore,Public,Yes,Masters,Yes,Volunteer Work,Rural,English Medium,Sindh Board,Walking,82,10,3.71,49.86,41.53,48,75,Pass,2025-03-18
563,Rehan Chaudhry,Male,Islamabad,Public,No,PhD,Yes,Volunteer Work,Rural,English Medium,Federal Board,Own Vehicle,97,5,3.86,93.14,55.85,94,98,Fail,2023-11-24
564,Farhan Raza,Male,Quetta,Private,Yes,Masters,Yes,None,Urban,Urdu Medium,Cambridge System,Public Transport,83,16,2.1,68.8,60.82,62,51,Fail,2024-09-04
565,Zain Iqbal,Male,Sialkot,Home Schooling,Yes,PhD,No,Arts Society,Rural,Urdu Medium,Sindh Board,Own Vehicle,67,28,2.21,68.44,84.27,85,58,Fail,2024-06-26
566,Mehak Malik,Female,Lahore,Public,Yes,PhD,Yes,None,Rural,Urdu Medium,Federal Board,Walking,65,4,3.63,78.06,45.79,42,83,Fail,2025-08-19
567,Shayan Khan,Male,Peshawar,Public,No,PhD,No,Debate Club,Urban,Urdu Medium,Cambridge System,School Bus,92,12,3.93,74.47,74.95,98,49,Pass,2025-05-06
568,Fatima Sheikh,Female,Multan,Public,Yes,Intermediate,Yes,None,Rural,Urdu Medium,Cambridge System,Walking,79,30,2.17,52.83,82.52,91,59,Fail,2024-02-08
569,Hira Raza,Female,Peshawar,Private,Yes,Bachelors,No,Multiple Activities,Urban,English Medium,Punjab Board,Own Vehicle,75,16,2.11,56.27,47.29,40,55,Fail,2024-07-26
570,Taha Raza,Male,Faisalabad,Public,No,Primary,Yes,Multiple Activities,Rural,Urdu Medium,Cambridge System,School Bus,79,17,2.52,49.24,59.06,45,45,Fail,2025-01-10
571,Hira Awan,Female,Multan,Private,No,Intermediate,No,Volunteer Work,Rural,Urdu Medium,Federal Board,Public Transport,88,12,2.86,48.11,62.63,65,88,Fail,2025-05-26
572,Zeeshan Sheikh,Male,Rawalpindi,Madrasa,No,PhD,No,Sports,Rural,English Medium,Sindh Board,Walking,100,5,3.93,86.48,67.0,96,84,Pass,2025-08-15
573,Zeeshan Butt,Male,Quetta,Home Schooling,Yes,Primary,No,Volunteer Work,Rural,Urdu Medium,Sindh Board,Public Transport,64,9,2.02,57.9,83.98,74,94,Fail,2023-06-06
574,Iqra Awan,Female,Gujranwala,Public,No,Matric,No,Multiple Activities,Urban,English Medium,Cambridge System,Public Transport,88,20,2.51,93.23,54.6,99,53,Fail,2024-02-17
575,Danish Sheikh,Male,Multan,Private,Yes,Primary,No,Volunteer Work,Rural,Urdu Medium,Sindh Board,Public Transport,79,14,2.62,75.88,64.25,67,63,Pass,2025-09-22
576,Hassan Awan,Male,Karachi,Private,No,Masters,Yes,None,Rural,English Medium,Federal Board,Walking,74,16,2.41,75.32,53.97,68,60,Fail,2025-03-26
577,Hassan Shah,Male,Gujranwala,Private,Yes,Bachelors,No,Sports,Rural,English Medium,Punjab Board,Own Vehicle,73,25,3.36,78.73,79.55,55,92,Fail,2025-10-29
578,Ahmed Chaudhry,Male,Quetta,Madrasa,No,Intermediate,No,Debate Club,Rural,English Medium,Sindh Board,Public Transport,55,13,3.88,59.81,50.18,64,61,Fail,2023-07-13
579,Ahmed Raza,Male,Karachi,Private,Yes,PhD,Yes,Multiple Activities,Urban,Urdu Medium,Cambridge System,Public Transport,58,30,3.97,52.19,60.89,94,67,Pass,2025-04-30
580,Adnan Khan,Male,Karachi,Home Schooling,No,Uneducated,Yes,Multiple Activities,Urban,Urdu Medium,Cambridge System,School Bus,63,4,3.82,52.11,67.91,98,97,Pass,2024-10-04
581,Rabia Qureshi,Female,Quetta,Madrasa,Yes,PhD,Yes,Debate Club,Rural,Urdu Medium,Cambridge System,Walking,98,21,3.67,91.79,54.9,50,100,Pass,2025-10-29
582,Imran Chaudhry,Male,Quetta,Public,No,Bachelors,Yes,Sports,Rural,English Medium,Federal Board,School Bus,87,21,3.72,63.94,51.7,70,42,Fail,2023-12-11
583,Shayan Awan,Male,Rawalpindi,Public,Yes,Intermediate,No,None,Urban,English Medium,Sindh Board,Own Vehicle,87,10,3.42,70.53,81.26,98,45,Pass,2025-06-06
